ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
2844,467597,Female,Yes,65,Yes,Low,1,0,7,Self-employed,No involvement,No,City,Never,7000
2845,460992,Male,Yes,57,No,High,4,0,2,Public company,No involvement,No,City,Never,7000
2846,466234,Female,Yes,49,Yes,Low,1,1,5,Private company,No involvement,Yes,Country-side,Never,7000
2847,461250,Female,Yes,47,Yes,High,4,0,2,Self-employed,No involvement,No,City,Never,9522
2848,464155,Male,No,41,No,Low,3,1,2,Government,No involvement,Yes,Country-side,Never,7000
2849,462220,Female,No,18,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,15827
2850,465229,Male,Yes,43,Yes,High,3,1,2,Public company,No involvement,No,City,Never,7000
2851,464582,Female,Yes,63,Yes,Low,2,0,4,Student,No involvement,No,City,Never,7000
2852,461909,Female,No,30,No,Low,4,0,1,Student,No involvement,No,City,Never,7000
2853,460130,Male,No,27,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Syria,9522
2854,463194,Female,Yes,48,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Never,7000
2855,465201,Male,Yes,39,Yes,Average,4,0,1,Private company,Strong involvement,Yes,City,Never,7000
2856,463827,Female,Yes,49,Yes,Average,4,1,2,Private company,No involvement,No,City,Never,8261
2857,462624,Male,Yes,31,No,Low,6,0,1,Private company,Strong involvement,Yes,Country-side,Never,8261
2858,459031,Male,Yes,43,No,High,5,1,1,Public company,No involvement,Yes,Country-side,Never,8261
2859,465594,Male,Yes,29,No,Low,6,0,1,Public company,No involvement,Yes,City,Never,12044
2860,463713,Male,No,30,No,Low,3,0,1,Private company,No involvement,Yes,Country-side,Never,18349
2861,462125,Male,Yes,22,No,Average,4,0,1,Private company,Some involvement,Yes,City,Intervention in Iraq,8261
2862,462329,Male,Yes,42,No,High,4,1,2,Public company,No involvement,No,City,Never,9522
2863,462615,Male,No,31,No,Low,7,0,1,Government,No involvement,Yes,Country-side,Never,12044
2864,464802,Male,No,40,No,Low,1,0,4,Private company,Strong involvement,Yes,Country-side,Never,8261
2865,462402,Female,Yes,37,No,Average,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,8261
2866,463424,Female,Yes,62,Yes,Average,5,1,2,Private company,Unknown,No,City,Never,13305
2867,464295,Female,No,30,No,Low,6,1,1,Private company,Some involvement,Yes,Country-side,Never,15827
2868,466519,Male,Yes,37,,Low,,1,,Private company,Strong involvement,Yes,City,Never,7000
2869,464864,Female,No,27,No,Low,8,0,1,Private company,No involvement,Yes,Country-side,Never,24654
2870,466403,Female,Yes,49,No,Average,4,0,2,Private company,No involvement,No,City,Never,8261
2871,459122,Female,Yes,51,Yes,Average,5,1,2,Private company,Unknown,No,City,Never,14566
2872,465963,Male,Yes,46,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
2873,464713,Female,Yes,71,Yes,High,4,1,2,Private company,Unknown,Yes,City,Intervention in Syria,7000
2874,465927,Female,No,25,Yes,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
2875,466907,Male,Yes,57,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
2876,463006,Female,No,41,Yes,Low,1,0,5,Student,No involvement,No,City,Never,7000
2877,463179,Male,Yes,57,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,7000
2878,467430,Male,Yes,48,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,12044
2879,461424,Male,Yes,63,No,Average,4,1,2,Private company,Some involvement,Yes,Country-side,Never,7000
2880,459233,Female,Yes,53,Yes,Low,1,0,6,Student,No involvement,No,City,Never,14566
2881,459284,Female,Yes,70,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,8261
2882,465736,Female,No,36,Yes,Low,2,1,2,Private company,Unknown,Yes,City,Never,17088
2883,462720,Male,Yes,35,Yes,Low,5,0,1,Student,No involvement,No,City,Never,7000
2884,466484,Female,Yes,52,No,Low,1,0,6,Public company,No involvement,Yes,City,Never,8261
2885,462356,Male,No,47,Yes,Low,3,0,2,Private company,No involvement,No,City,Never,7000
2886,464974,Male,Yes,60,No,Average,2,1,3,Private company,Unknown,Yes,Country-side,Never,7000
2887,460731,Female,No,29,Yes,Low,3,1,1,Private company,Unknown,No,City,Never,8261
2888,459850,Male,No,35,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,7000
2889,464254,Male,Yes,63,Yes,Average,3,1,3,Private company,Strong involvement,No,City,Never,7000
2890,466970,Female,Yes,36,Yes,Low,2,0,2,Nothing,No involvement,Yes,Country-side,Never,18349
2891,461873,Male,No,29,Yes,Low,4,1,1,Government,No involvement,No,City,Never,8261
2892,463253,Female,Yes,61,Yes,Average,4,1,2,Government,No involvement,Yes,City,Intervention in Iraq,7000
2893,463642,Female,No,27,Yes,Low,3,1,1,Private company,Some involvement,Yes,City,Never,7000
2894,463945,Female,No,37,No,Low,2,1,2,Nothing,No involvement,Yes,City,Intervention in Syria,7000
2895,466733,Female,No,29,No,Low,,0,,Nothing,No involvement,Yes,Country-side,Never,8261
2896,464842,Male,No,35,Yes,Low,2,0,2,Private company,Unknown,Yes,Country-side,Never,7000
2897,459875,Male,Yes,71,No,High,,0,,Self-employed,No involvement,No,City,Never,7000
2898,464709,Male,Yes,40,No,High,5,0,1,Public company,No involvement,Yes,Country-side,Never,17088
2899,460400,Female,Yes,46,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,13305
2900,463363,Male,No,20,No,Low,4,0,1,Private company,Some involvement,,,,8261
2901,461241,Male,Yes,32,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,13305
2902,465424,Male,No,38,Yes,Low,3,0,2,Private company,Strong involvement,No,City,Never,8261
2903,467646,Male,No,31,No,Low,7,0,1,Private company,Some involvement,No,City,Never,7000
2904,464631,Male,No,59,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
2905,464283,Male,No,40,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,13305
2906,459827,Female,No,33,No,Low,1,1,4,,,Yes,City,Intervention in Iraq,7000
2907,466686,Female,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
2908,466226,Female,Yes,45,Yes,Average,5,1,1,Private company,Unknown,No,City,Never,7000
2909,465530,Female,Yes,56,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
2910,459880,Female,Yes,48,Yes,Average,5,1,1,Private company,Unknown,Yes,City,Intervention in Iraq,7000
2911,467342,Female,No,33,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,8261
2912,462440,Female,No,23,No,Low,4,0,1,Private company,Some involvement,No,City,Never,18349
2913,460516,Female,,85,No,High,1,1,9,Self-employed,No involvement,Yes,City,Never,7000
2914,465671,Female,Yes,35,No,Average,5,0,1,Private company,No involvement,Yes,Country-side,Never,9522
2915,466704,Male,Yes,53,Yes,Average,2,1,3,Government,No involvement,No,City,Never,12044
2916,460110,Female,No,52,Yes,Low,2,1,3,Private company,Unknown,,,,7000
2917,460053,Male,Yes,55,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Intervention in Syria,18349
2918,463113,Female,No,32,Yes,Low,6,0,1,Government,No involvement,No,City,Never,8261
2919,462871,Male,Yes,48,No,Average,3,1,2,Private company,Strong involvement,No,City,Never,8261
2920,464355,Male,Yes,47,Yes,High,4,1,2,Public company,No involvement,No,City,Never,8261
2921,461813,Male,No,29,Yes,Low,2,0,2,Private company,Some involvement,Yes,City,Never,8261
2922,462740,Male,Yes,63,Yes,Low,1,1,7,Private company,Unknown,No,City,Never,14566
2923,463277,Female,Yes,26,No,Low,2,0,2,Private company,No involvement,Yes,City,Never,14566
2924,461988,Male,Yes,36,No,Average,2,1,2,Private company,No involvement,No,City,Never,7000
2925,464832,Male,Yes,66,No,Low,,0,,Self-employed,No involvement,Yes,Country-side,Never,8261
2926,467608,Male,No,32,Yes,Low,1,0,4,Private company,No involvement,No,City,Never,14566
2927,465590,Male,Yes,40,Yes,Average,5,0,1,Private company,Unknown,No,City,Never,8261
2928,466931,Male,No,37,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,8261
2929,459814,Female,No,49,Yes,Low,3,1,2,Private company,Unknown,Yes,City,Never,7000
2930,465857,Female,No,40,Yes,Low,1,1,4,Government,No involvement,No,City,Never,8261
2931,459933,Female,Yes,30,Yes,Low,4,0,1,Private company,Unknown,No,City,Never,17088
2932,465754,Female,Yes,57,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
2933,459476,Male,Yes,41,Yes,High,4,0,2,Private company,Unknown,No,City,Never,7000
2934,460592,Male,No,20,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,8261
2935,467550,Male,No,27,Yes,Low,2,0,2,Government,No involvement,Yes,City,Never,7000
2936,466099,Female,Yes,73,Yes,Low,1,1,8,Self-employed,No involvement,No,City,Never,8261
2937,460674,Female,No,31,Yes,Low,3,0,2,Private company,Strong involvement,Yes,City,Never,7000
2938,467398,Male,Yes,37,No,Low,2,0,2,Private company,Strong involvement,No,City,Never,8261
2939,459642,Male,Yes,36,Yes,High,4,1,1,Public company,No involvement,No,City,Never,7000
2940,465829,Female,Yes,35,Yes,Average,3,0,2,Government,No involvement,Yes,Country-side,Never,15827
2941,459697,Female,Yes,77,No,High,3,0,3,Self-employed,No involvement,No,City,Never,7000
2942,461222,Female,No,48,Yes,Low,1,0,5,Private company,Unknown,Yes,City,Intervention in Iraq,8261
2943,464671,Male,No,30,No,Low,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,8261
2944,462252,Male,No,47,Yes,Low,1,0,5,Private company,Strong involvement,No,City,Never,12044
2945,464990,Male,Yes,73,No,High,2,1,4,Public company,No involvement,No,City,Never,8261
2946,465104,Male,Yes,35,Yes,Average,4,0,1,Nothing,No involvement,No,City,Never,18349
2947,462071,Male,Yes,43,No,Low,2,0,3,Government,No involvement,No,City,Never,7000
2948,463869,Female,Yes,52,Yes,Average,4,1,2,Government,No involvement,No,City,Never,7000
2949,461924,Female,Yes,89,No,High,3,1,3,Self-employed,No involvement,No,City,Never,8261
2950,460782,Male,Yes,77,Yes,High,2,0,4,Private company,Unknown,No,City,Never,8261
2951,461331,Male,Yes,59,Yes,High,5,1,2,Public company,No involvement,No,City,Never,7000
2952,467691,Female,Yes,53,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
2953,459615,Male,Yes,84,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,8261
2954,462227,Male,Yes,49,No,High,5,1,1,Public company,No involvement,Yes,City,Intervention in Iraq,10783
2955,460939,Female,Yes,87,Yes,Low,2,1,5,Self-employed,No involvement,No,City,Never,7000
2956,462652,Male,Yes,37,No,Average,3,1,2,Private company,Unknown,Yes,Country-side,Never,7000
2957,466102,Female,No,33,No,Low,6,1,1,Private company,Some involvement,Yes,City,Never,8261
2958,464223,Female,Yes,52,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,9522
2959,463980,Female,No,26,Yes,Low,9,1,1,Private company,Unknown,No,City,Never,8261
2960,464903,Male,Yes,28,No,Average,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,7000
2961,463775,Female,No,33,No,Low,3,1,2,Private company,No involvement,No,City,Never,7000
2962,460288,Male,Yes,61,Yes,Average,7,1,1,Private company,Some involvement,Yes,City,Never,8261
2963,465838,Female,Yes,52,No,Average,2,0,3,Government,No involvement,No,City,Never,10783
2964,466479,Male,Yes,52,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
2965,467056,Female,No,31,No,Low,1,0,4,Nothing,No involvement,No,City,Never,17088
2966,459804,Male,Yes,45,No,High,4,1,2,Private company,Unknown,No,City,Never,10783
2967,464231,Male,Yes,45,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
2968,460854,Female,No,22,No,Low,2,0,2,Student,No involvement,Yes,City,Intervention in Syria,8261
2969,462913,Female,No,25,Yes,Low,5,1,1,Private company,Unknown,No,City,Never,12044
2970,461102,Male,Yes,43,No,Average,3,0,2,Private company,Strong involvement,Yes,City,Never,7000
2971,462110,Male,Yes,32,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,24654
2972,459314,Male,Yes,46,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
2973,465899,Female,No,38,Yes,Low,2,1,2,Government,No involvement,No,City,Never,18349
2974,467362,Male,Yes,73,No,Low,1,1,8,Public company,No involvement,No,City,Never,8261
2975,460646,Male,Yes,57,Yes,Low,,1,,Private company,Strong involvement,Yes,City,Never,7000
2976,460951,Female,Yes,55,No,Average,7,0,1,Private company,No involvement,No,City,Never,8261
2977,460623,Male,Yes,41,Yes,Low,2,0,3,Public company,No involvement,Yes,City,Intervention in Syria,13305
2978,460511,Female,No,31,No,Low,4,0,1,Government,No involvement,Yes,City,Never,7000
2979,465245,Male,No,18,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
2980,461265,Male,No,33,No,Low,6,0,1,Student,No involvement,Yes,Country-side,Never,8261
2981,463974,Female,No,33,Yes,Low,3,1,2,Nothing,No involvement,Yes,City,Never,15827
2982,467170,Male,Yes,35,Yes,Low,4,0,1,Private company,Unknown,Yes,City,Intervention in Iraq,17088
2983,466904,Male,Yes,55,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
2984,462331,Female,No,31,No,Low,2,0,2,Private company,Strong involvement,No,City,Never,7000
2985,463722,Male,Yes,55,Yes,High,2,1,3,Public company,No involvement,No,City,Never,18349
2986,467273,Female,Yes,81,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,15827
2987,467114,Male,Yes,59,Yes,Average,3,1,2,Student,No involvement,No,City,Never,7000
2988,460460,Male,Yes,27,No,Low,4,1,1,Private company,Strong involvement,Yes,City,Never,12044
2989,465224,Male,Yes,61,Yes,Low,3,0,3,Public company,No involvement,No,City,Never,7000
2990,464090,Female,No,33,Yes,Low,2,0,2,Private company,No involvement,No,City,Never,8261
2991,467268,Male,Yes,88,Yes,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
2992,459177,Female,Yes,39,Yes,Average,4,0,1,Private company,Unknown,No,City,Never,8261
2993,459721,Male,Yes,76,Yes,Low,2,0,4,Self-employed,No involvement,No,City,Never,7000
2994,459083,Male,Yes,58,Yes,Average,3,1,2,Private company,Unknown,,,,17088
2995,461063,Male,Yes,53,No,Low,2,0,3,Self-employed,No involvement,No,City,Never,7000
2996,462688,Female,Yes,29,Yes,Low,3,0,1,Private company,Some involvement,Yes,City,Never,17088
2997,464380,Female,Yes,49,Yes,Average,6,1,1,Private company,Unknown,No,City,Never,14566
2998,459713,Male,No,18,No,Low,3,0,1,Private company,Some involvement,No,City,Never,7000
2999,460585,Male,No,49,No,Low,3,0,2,Private company,Strong involvement,Yes,City,Never,8261
3000,462635,Male,Yes,42,No,Average,4,0,2,Private company,No involvement,Yes,Country-side,Never,13305
3001,461264,Male,No,19,No,Low,3,0,1,Government,No involvement,Yes,Country-side,Never,7000
3002,459660,Female,No,22,No,Low,6,0,1,Private company,Some involvement,No,City,Never,9522
3003,459489,Male,Yes,46,Yes,Average,4,1,2,Government,No involvement,No,City,Never,8261
3004,461776,Male,Yes,72,No,High,4,1,2,Private company,No involvement,Yes,Country-side,Never,7000
3005,467252,Female,No,33,Yes,Low,4,0,1,,,,,,7000
3006,460062,Male,No,29,Yes,Low,1,0,3,Private company,Unknown,Yes,City,Never,12044
3007,467213,Female,Yes,88,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,8261
3008,460088,Female,Yes,33,Yes,High,2,0,2,Nothing,No involvement,No,City,Never,7000
3009,459882,Male,Yes,37,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
3010,459397,Male,Yes,59,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,10783
3011,461620,Male,No,52,Yes,Low,2,1,3,Private company,Strong involvement,No,City,Never,8261
3012,464601,Female,No,25,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,18349
3013,466993,Female,Yes,43,Yes,Average,2,1,3,Private company,No involvement,No,City,Never,18349
3014,461166,Female,Yes,41,Yes,High,,0,,Private company,Strong involvement,Yes,City,Never,13305
3015,464779,Female,No,27,No,Low,1,0,3,Private company,No involvement,Yes,Country-side,Never,8261
3016,460671,Male,Yes,35,No,Average,4,1,1,Private company,Strong involvement,Yes,City,Never,17088
3017,460788,Female,No,30,Yes,Low,9,0,1,Government,No involvement,Yes,Country-side,Never,7000
3018,459575,Male,No,35,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,7000
3019,464207,Male,No,53,Yes,Low,1,0,6,Private company,Unknown,No,City,Never,7000
3020,463407,Female,No,33,No,Low,1,0,4,Government,No involvement,Yes,City,Never,7000
3021,466901,Female,Yes,52,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Intervention in Iraq,7000
3022,465324,Male,Yes,41,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,17088
3023,459252,Male,Yes,66,Yes,High,3,0,3,Self-employed,No involvement,No,City,Never,7000
3024,464390,Male,Yes,41,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
3025,467062,Female,No,55,Yes,Low,1,0,6,Private company,Unknown,Yes,City,Never,8261
3026,462949,Male,Yes,35,No,Average,3,1,2,Nothing,No involvement,No,City,Never,8261
3027,463964,Male,No,33,No,Low,4,1,1,Private company,Some involvement,No,City,Never,8261
3028,463650,Male,No,29,No,Low,3,0,1,Government,No involvement,No,City,Never,8261
3029,463643,Female,No,43,Yes,Low,3,0,2,Private company,Unknown,No,City,Never,7000
3030,461542,Male,No,26,Yes,Low,1,1,3,Private company,Unknown,Yes,City,Intervention in Syria,13305
3031,467446,Female,No,37,Yes,Low,1,0,4,Private company,Unknown,Yes,City,Never,18349
3032,461089,Male,No,20,No,Low,3,1,1,Student,No involvement,Yes,City,Never,7000
3033,461660,Female,Yes,74,No,Low,1,0,8,Self-employed,No involvement,No,City,Never,7000
3034,462005,Male,Yes,39,Yes,Average,2,1,2,Private company,Unknown,Yes,City,Never,7000
3035,460498,Male,Yes,47,No,High,2,1,3,Public company,No involvement,Yes,City,Never,8261
3036,461046,Male,Yes,50,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,7000
3037,462842,Male,No,23,No,Low,4,0,1,Government,No involvement,Yes,City,Never,14566
3038,467060,Male,No,39,No,Low,2,0,2,Private company,No involvement,No,City,Never,13305
3039,459609,Female,No,43,Yes,Low,1,0,5,Private company,Unknown,Yes,Country-side,Never,8261
3040,465975,Male,No,42,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,17088
3041,461783,Male,,72,,High,,0,,Self-employed,No involvement,No,City,Never,7000
3042,460994,Male,Yes,78,Yes,Low,5,0,2,Self-employed,No involvement,No,City,Never,7000
3043,463837,Female,Yes,50,No,Low,3,1,2,Private company,No involvement,Yes,City,Intervention in Iraq,7000
3044,459347,Male,Yes,69,Yes,Low,1,1,7,Self-employed,No involvement,No,City,Never,8261
3045,459370,Male,No,18,No,Low,4,0,1,Private company,Some involvement,No,City,Never,23393
3046,461992,Female,No,37,Yes,Low,1,0,4,Government,No involvement,Yes,Country-side,Never,8261
3047,462149,Female,Yes,89,No,High,1,0,9,Self-employed,No involvement,No,City,Never,10783
3048,460268,Male,Yes,32,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,18349
3049,467051,Female,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
3050,463076,Female,No,51,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
